,hotel_name,rating,room_description,price,location_descirption,long_description,Unnamed: 0_y,price_week_before
528,"Sir Victor Hotel, part of Sircle Collection",8.3,"Double or Twin Room
Multiple bed types","€ 3,013","Eixample, BarcelonaShow on map1.3 km from centreMetro access","Sir Victor Hotel, part of Sircle Collection in Barcelona offers stylish accommodation on Passeig de Gràcia, 5 minutes’ walk from Gaudí’s La Pedrera. It features a rooftop swimming pool and a terrace offering excellent views of Barcelona.

Each of the Sir Victor Hotel, part of Sircle Collection rooms has chic, contemporary décor. Rooms overlook Passeig de Gràcia, or the hotel’s interior garden. Each has satellite TV, free Wi-Fi and a large bathroom.

The Spa features steam baths, a sauna, and a state-of the art gym.

The lobby restaurant & bar, MR PORTER, offers an innovative selection of dishes to share.

Plaza de Catalunya and Las Ramblas can be reached in 15 minutes, by foot. Diagonal Metro Station is just 70 metres from the hotel.",482.0,"€ 2,911"
531,P2VIL475 Modern & Cozy Apartment Poble Sec,8.3,"Apartment with Balcony
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 55m²
2 beds (1 double, 1 extra-large double)
Only 1 left at this price on our site","€ 1,472","Sants-Montjuïc, BarcelonaShow on map1.5 km from centreMetro accessBeach nearby","Set in Barcelona, 2.8 km from Barceloneta Beach and 1.7 km from Santa Maria del Mar, P2VIL475 Modern & Cozy Apartment Poble Sec offers air conditioning. It is situated 1.9 km from Magic Fountain of Montjuic and offers a lift. Free WiFi is available throughout the property and Sant Miquel Beach is 2.7 km away.

The apartment has 2 bedrooms, a TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a shower.

Popular points of interest near the apartment include Picasso Museum, Plaça Catalunya and Cathedral of Barcelona. The nearest airport is Barcelona El Prat Airport, 11 km from P2VIL475 Modern & Cozy Apartment Poble Sec.",670.0,"€ 1,183"
532,Stylish Apartment with Terrace for Couple or Family,7.9,"Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 70m²
2 beds (1 sofa bed, 1 large double)
Free cancellation
Only 1 left at this price on our site","€ 1,956","Sants-Montjuïc, BarcelonaShow on map2.6 km from centreMetro access","You're eligible for a Genius discount at Stylish Apartment with Terrace for Couple or Family! To save at this property, all you have to do is sign in.
Situated in Barcelona, 400 metres from Magic Fountain of Montjuic and 1.5 km from Palau Sant Jordi, Stylish Apartment with Terrace for Couple or Family features air-conditioned accommodation with a balcony and free WiFi. With city views, this accommodation provides a patio. The accommodation offers airport transfers, while a bicycle rental service is also available.

The spacious apartment with a terrace and garden views has 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 1 bathroom with a walk-in shower. Towels and bed linen are offered in the apartment. This apartment is allergy-free and non-smoking.

Sants Railway Station is 1.5 km from the apartment, while Passeig de Gracia is 3 km from the property. The nearest airport is Barcelona El Prat Airport, 10 km from Stylish Apartment with Terrace for Couple or Family.",663.0,"€ 1,312"
533,ibis Styles Barcelona Centre,8.6,"Standard Double Room
1 double bed
Breakfast included
Only 7 rooms left at this price on our site","€ 1,298","Eixample, BarcelonaShow on map1.2 km from centreMetro accessBeach nearby","Ideally set in the Eixample district of Barcelona, ibis Styles Barcelona Centre is situated less than 1 km from Casa Batllo, a 15-minute walk from Passeig de Gracia and 1.2 km from Passeig de Gracia Metro Station. Featuring a bar, the 2-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The property is 1.3 km from the city centre and 500 metres from La Pedrera.

All rooms at the hotel are fitted with a flat-screen TV with satellite channels and a safety deposit box. At ibis Styles Barcelona Centre the rooms come with bed linen and towels.

With staff speaking Catalan, German, English and Spanish, non-stop advice is available at the reception.

Popular points of interest near the accommodation include Sagrada Familia, Palau de la Musica Catalana and Tivoli Theatre. The nearest airport is Barcelona El Prat Airport, 14 km from ibis Styles Barcelona Centre.",454.0,"€ 1,118"
534,Hotel Condal,7.6,"Twin Room
2 single beds","€ 1,512","Ciutat Vella, BarcelonaShow on map0.7 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Hotel Condal! To save at this property, all you have to do is sign in.
Set 50 metres from Las Ramblas and Liceu Metro Station, Hotel Condal offers rooms with free WiFi and private bathrooms. Opened in 1850, this hotel in Barcelona’s Gothic Quarter offers air conditioned or heated accommodation, depending on the season.

The Condal’s rooms have simple décor with tiled floors. Each room has a flat-screen TV.

A continental breakfast is served in Hotel Condal’s café-bar. There is a varied selection of restaurants in the streets surrounding the hotel.

Staff at the 24-hour reception can provide information on Barcelona’s many attractions, including the MACBA Museum and Barcelona Cathedral, which can be reached in 10 minutes by foot. The Condal is less than 1 km from Port Vell Marina.",497.0,"€ 1,747"
536,MH Apartments Liceo,8.1,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
3 beds (2 singles, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 2 left at this price on our site","€ 1,890","Ciutat Vella, BarcelonaShow on map0.9 km from centreMetro accessBeach nearby","MH Apartments Liceo is located in central Barcelona, just 130 metres from the Ramblas and next to the Gran Liceu Theatre. Each stylish, air-conditioned apartment features free Wi-Fi and international TV.

The modern MH apartments have a spacious lounge with a sofa. Each one has a kitchen with an oven, microwave and washing machine. There is also a safe and a hairdryer. Bed linen and towels are provided. DVD players are available on request.

The property's 24-hour customer service can provide information about what to see and do in Barcelona. You can walk to Plaza Catalunya and the MACBA Modern Art Museum in 10 minutes.",59.0,"€ 1,530"
537,Hotel Royal Passeig de Gracia,8.5,"Comfort Room
Beds: 1 double or 2 singles","€ 1,753","Eixample, BarcelonaShow on map1 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Hotel Royal Passeig de Gracia! To save at this property, all you have to do is sign in.
Within 50 metres of La Pedrera and Diagonal Metro Station, Hotel Royal Passeig de Gracia features a terrace bar with panoramic views of Barcelona. This 4-star hotel also has an interior garden.

Hotel Royal Passeig de Gracia is set in a restored building with contemporary architecture. The smart bedrooms come with air conditioning, a flat-screen TV, free Wi-Fi and a bathroom with a rain-effect shower.

Casa Batlló is just 5 minutes’ walk from the hotel, while Plaza Catalunya and Las Ramblas are 2 stops from Diagonal Station.

The Gràcia district is within a 5-minute walk, and charming street cafés can be found along the tree-lined Rambla de Catalunya, 200 metres away.",631.0,"€ 1,853"
539,Flateli Llúria,7.6,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²
2 beds (1 double, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site","€ 2,167","Eixample, BarcelonaShow on map400 m from centreMetro accessBeach nearby","Located in Barcelona, 2.6 km from Barceloneta Beach, 2.7 km from Sant Miquel Beach and 500 metres from Passeig de Gracia, Flateli Llúria provides accommodation with a terrace and free WiFi. It is situated 400 metres from Palau de la Musica Catalana and features a lift. The property is 2.5 km from Somorrostro Beach, and within 400 metres of the city centre.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a bath. Towels and bed linen are featured in the apartment. The property has an outdoor dining area.

A bicycle rental service is available at the apartment.

Popular points of interest near Flateli Llúria include Passeig de Gracia Metro Station, Tivoli Theatre and Casa Batllo. The nearest airport is Barcelona El Prat, 14 km from the accommodation, and the property offers a paid airport shuttle service.",457.0,"€ 1,056"
541,Fantastic apartment near Plaça Francesc Macia in L'Eixample Esquerra,8.0,"Apartment
Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 85m²
4 beds (3 singles, 1 large double)
Free cancellation
Only 1 left at this price on our site","€ 1,860","Eixample, BarcelonaShow on map2.1 km from centre","You're eligible for a Genius discount at Fantastic apartment near Plaça Francesc Macia in L'Eixample Esquerra! To save at this property, all you have to do is sign in.
Located in Barcelona, 1.5 km from Sants Railway Station and 1.7 km from La Pedrera, Fantastic apartment near Plaça Francesc Macia in L'Eixample Esquerra provides air-conditioned accommodation with a patio and free WiFi. It is set 2.6 km from Magic Fountain of Montjuic and features a lift. The property is non-smoking and is situated 2.4 km from Casa Batllo.

The spacious apartment comes with 3 bedrooms, 2 bathrooms, bed linen, towels, a TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views.

Dining options are available close to the apartment.

Camp Nou is 2.7 km from Fantastic apartment near Plaça Francesc Macia in L'Eixample Esquerra, while Passeig de Gracia is 2.8 km away. The nearest airport is Barcelona El Prat Airport, 12 km from the accommodation.",702.0,"€ 1,614"
542,Catalunya,8.1,"Twin Room
2 single beds","€ 1,161","Ciutat Vella, BarcelonaShow on map250 m from centreMetro accessBeach nearby","You're eligible for a Genius discount at Catalunya! To save at this property, all you have to do is sign in.
Hotel Catalunya offers free Wi-Fi and is centrally located in Barcelona’s Gothic centre, just off La Rambla, 50 metres from Plaça Catalunya. It offers air-conditioned rooms with satellite TV.

All rooms at the Catalunya come with a fridge and a safe. The private bathroom is equipped with a hairdryer. Breakfast is served in a café 25 metres from the hotel.

Barcelona Cathedral is just a 5-minute walk from Catalunya Hotel. The famous Gaudi buildings of Passeig de Gracia are only 500 metres away.

The hotel is near Plaça Catalunya Train and Metro Station. The airport and sightseeing buses also stop in this central square.

Hotel Catalunya’s tour desk can provide recommendations and book tickets. Car hire is available, and the 24-hour reception offers express check-out and luggage storage.",610.0,"€ 1,428"
543,May Ramblas Hotel,7.7,"Small Double Room
1 double bed
Only 6 rooms left at this price on our site","€ 1,382","Ciutat Vella, BarcelonaShow on map0.7 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at May Ramblas Hotel! To save at this property, all you have to do is sign in.
Set in Barcelona in the Catalonia Region, 200 metres from Plaza Reial, May Ramblas Hotel boasts a sun terrace and views of the city. Free WiFi is available throughout the property.

Every room at this hotel is air conditioned and features a flat-screen TV with satellite channels. A terrace or balcony are featured in certain rooms. All rooms have a private bathroom with free toiletries and a hairdryer.

There is a 24-hour front desk at the property.

La Seu, Cathedral of Barcelona is 400 metres from May Ramblas Hotel, while Portal de l'Angel is 500 metres away. Barcelona El Prat Airport is 12 km from the property.",535.0,"€ 1,110"
